hash,params,tflite_file,tflite_bytes,status
6f26dc0c4fe9591225e8d3d24ed4f8a6,2776458,6f26dc0c4fe9591225e8d3d24ed4f8a6.tflite,2850528,converted
7c65f6bd01b87407734781b6038050bc,3216010,7c65f6bd01b87407734781b6038050bc.tflite,3321680,converted
8cb3a764fd692371153c2c8503f840e0,11067786,8cb3a764fd692371153c2c8503f840e0.tflite,11255784,converted
c59a0ed79aeed758107f1cb22dd90432,10188682,c59a0ed79aeed758107f1cb22dd90432.tflite,10318424,converted
32b26a4044bf082b0ad80f5dad618d76,11231626,32b26a4044bf082b0ad80f5dad618d76.tflite,11417504,converted
8cde6d91c55887e02d1e539a4158519d,12274570,8cde6d91c55887e02d1e539a4158519d.tflite,12516584,converted
c49e4ac9841c77d6b5c8868bf48f8829,3039882,c49e4ac9841c77d6b5c8868bf48f8829.tflite,3145336,converted
8ce7a157bb8325e06b4979c5ad77d620,3039882,8ce7a157bb8325e06b4979c5ad77d620.tflite,3145336,converted
31d1039b23e8e5454fcc96406b9c94e5,1151626,31d1039b23e8e5454fcc96406b9c94e5.tflite,1259200,converted
47fb5adadfc9f8a75e3de789f7591943,3853194,47fb5adadfc9f8a75e3de789f7591943.tflite,4097328,converted
115c3dfab6fd1231dd465ca5a0d5b507,3303306,115c3dfab6fd1231dd465ca5a0d5b507.tflite,3438016,converted
80085ddd7dff0364c3e10ac6a704758f,975498,80085ddd7dff0364c3e10ac6a704758f.tflite,1080952,converted
a7566f2090f0f83d77330a8c572c6402,19489162,a7566f2090f0f83d77330a8c572c6402.tflite,19675040,converted
c18167dbad42bf4b495860c48908c0c8,3039882,c18167dbad42bf4b495860c48908c0c8.tflite,3145336,converted
2af739975919c70aeb3220cf342a675e,3853194,2af739975919c70aeb3220cf342a675e.tflite,4099456,converted
7cb9fc92003fb6d5663423001409b318,12274570,7cb9fc92003fb6d5663423001409b318.tflite,12516584,converted
66344e4ea26195131f153b084f6e0bf2,12274570,66344e4ea26195131f153b084f6e0bf2.tflite,12516584,converted
f923109a416feecf9bc5a6ae98cc3c69,19489162,f923109a416feecf9bc5a6ae98cc3c69.tflite,19677168,converted
6de8637c0412a2ba7c41625f911597b5,2776458,6de8637c0412a2ba7c41625f911597b5.tflite,2850528,converted
e09c915a4a4798c2bb9bc2d2222887de,888202,e09c915a4a4798c2bb9bc2d2222887de.tflite,966520,converted
d8ebc601b5da07b82b1e0f29dbf4ffd5,3039882,d8ebc601b5da07b82b1e0f29dbf4ffd5.tflite,3145336,converted
5298f5d306fd2e28bdf51009b4366933,5104266,5298f5d306fd2e28bdf51009b4366933.tflite,5209720,converted
5e464b4fec4ea5de037a5430b21532dd,19489162,5e464b4fec4ea5de037a5430b21532dd.tflite,19677168,converted
bce637b42a97ffd878015bb681c21f0e,2810250,bce637b42a97ffd878015bb681c21f0e.tflite,3000376,converted
81653de2d99676fa3d377640124a73ab,1591178,81653de2d99676fa3d377640124a73ab.tflite,1727760,converted
1ca7a0759b04e3e871b9391849ff5914,2776458,1ca7a0759b04e3e871b9391849ff5914.tflite,2852656,converted
0cc9426bf35e6e110d77bb8fbca177ba,10188682,0cc9426bf35e6e110d77bb8fbca177ba.tflite,10320552,converted
43fc3bf243c6371bfcc4e94173803ba0,712074,43fc3bf243c6371bfcc4e94173803ba0.tflite,788272,converted
a2193374d95ee8c3705d8c70065389e6,12989834,a2193374d95ee8c3705d8c70065389e6.tflite,13294392,converted
e67378a54a25f33ee0ebd4758b268749,12110730,e67378a54a25f33ee0ebd4758b268749.tflite,12356992,converted
accc89fbbf20834663bf78d836746304,2776458,accc89fbbf20834663bf78d836746304.tflite,2852656,converted
03d84046b0ce567b2b59e85903aa2f5f,6422922,03d84046b0ce567b2b59e85903aa2f5f.tflite,6620352,converted
675777ecb1daff61b6917d833406cb82,4358538,675777ecb1daff61b6917d833406cb82.tflite,4555968,converted
8dd13a561a5d593fdc828306b10a4e60,712074,8dd13a561a5d593fdc828306b10a4e60.tflite,788272,converted
907802d27f786475545b76371b5b5da9,12110730,907802d27f786475545b76371b5b5da9.tflite,12356992,converted
b9004ebdd029b077bc3e6cdb7da692d4,2974090,b9004ebdd029b077bc3e6cdb7da692d4.tflite,3161872,converted
a4e403d5785a95fc72191cff16a321a6,21575050,a4e403d5785a95fc72191cff16a321a6.tflite,21875328,converted
82e63bfa68c8214e5945c9cff5e37a17,3853194,82e63bfa68c8214e5945c9cff5e37a17.tflite,4099456,converted
654692dd64411ca0a2cc2ee12897f201,1151626,654692dd64411ca0a2cc2ee12897f201.tflite,1259416,converted
035fafd24973204e35ccb92ad464a20c,5104266,035fafd24973204e35ccb92ad464a20c.tflite,5209720,converted
f2cc97433654486df6c963e51f4dfd6f,13153674,f2cc97433654486df6c963e51f4dfd6f.tflite,13456144,converted
3db7e20184e417b4eb1718c5846356a6,1151626,3db7e20184e417b4eb1718c5846356a6.tflite,1259200,converted
5498ba534c256c9d086596e2b51cf170,3216010,5498ba534c256c9d086596e2b51cf170.tflite,3323584,converted
3fe26428539ebec46fefa9988bc37a1e,13153674,3fe26428539ebec46fefa9988bc37a1e.tflite,13456144,converted
4331dcea84aac5eee8903a76697406c3,3853194,4331dcea84aac5eee8903a76697406c3.tflite,4099528,converted
ca548741288594b4f10bdf4055a25741,11231626,ca548741288594b4f10bdf4055a25741.tflite,11419408,converted
c74c8d67773abccbc200595da0a84f13,4017034,c74c8d67773abccbc200595da0a84f13.tflite,4260952,converted
529d37700ebe8ec1fc1bf204acaf424f,19489162,529d37700ebe8ec1fc1bf204acaf424f.tflite,19676944,converted
ca6562bcffc352e5e28fb9f67556abbf,20532106,ca6562bcffc352e5e28fb9f67556abbf.tflite,20776248,converted
6ed519887232b15a95c625ad0b2c1bb1,5543818,6ed519887232b15a95c625ad0b2c1bb1.tflite,5680648,converted
f32ee2bedfcc64d4aab77d6cb2ab7d2f,888202,f32ee2bedfcc64d4aab77d6cb2ab7d2f.tflite,963936,converted
1a23d766bc88a66c08a77daa62511899,11946890,1a23d766bc88a66c08a77daa62511899.tflite,12195312,converted
243037e12607b17d7f6704fcee4054af,1327754,243037e12607b17d7f6704fcee4054af.tflite,1435080,converted
040f0b5b968c899f85671d96eeb43c10,11231626,040f0b5b968c899f85671d96eeb43c10.tflite,11419632,converted
df19b7e9308a78486fa0b0374507f987,19489162,df19b7e9308a78486fa0b0374507f987.tflite,19677168,converted
6e1a50a62823c2d9ac528de427d2a6b3,2776458,6e1a50a62823c2d9ac528de427d2a6b3.tflite,2854560,converted
15392df31d78737912a7fb12485d4cd6,2974090,15392df31d78737912a7fb12485d4cd6.tflite,3162096,converted
deba30fb74ccd63de350edf798e6d0cd,5807242,deba30fb74ccd63de350edf798e6d0cd.tflite,5973544,converted
2e4bceda92325ada53fd79c859247925,712074,2e4bceda92325ada53fd79c859247925.tflite,790392,converted
11ce5773627a6bc429030308a0a119ff,5543818,11ce5773627a6bc429030308a0a119ff.tflite,5680864,converted
4e67963454ee05f080ee6e8d44c018df,3479434,4e67963454ee05f080ee6e8d44c018df.tflite,3618384,converted
c2b22d3746fd4e2e9e2798aef348e8cf,12110730,c2b22d3746fd4e2e9e2798aef348e8cf.tflite,12356992,converted
b8c821682443b314c913878f9febe926,13153674,b8c821682443b314c913878f9febe926.tflite,13456072,converted
fcc1e77f36eb12f3fbecee43a084cd65,4095114,fcc1e77f36eb12f3fbecee43a084cd65.tflite,4265160,converted
30076d2dd87fd2d84f81d0e03f377c05,5983370,30076d2dd87fd2d84f81d0e03f377c05.tflite,6153920,converted
4e9072c02fe6511295d0dbe82c74e989,1750146,4e9072c02fe6511295d0dbe82c74e989.tflite,1853544,converted
9cdc8d7d74f726a82ca50f89f295d6d2,5059978,9cdc8d7d74f726a82ca50f89f295d6d2.tflite,5362376,converted
bd7f38d9c1e6f746e0636499031e0f53,975498,bd7f38d9c1e6f746e0636499031e0f53.tflite,1083072,converted
ebac81bdb8f5d131644eef19005ea271,2030730,ebac81bdb8f5d131644eef19005ea271.tflite,2201032,converted
59c079a6b83ce37e682105a135eca195,13153674,59c079a6b83ce37e682105a135eca195.tflite,13458192,converted
0b311d4cc1e30b4e6643be185f501b28,12110730,0b311d4cc1e30b4e6643be185f501b28.tflite,12359184,converted
1ae5551b973f460743db65219af7898c,12110730,1ae5551b973f460743db65219af7898c.tflite,12358936,converted
88fbe77b5640371dcbfb38598126b26b,14196618,88fbe77b5640371dcbfb38598126b26b.tflite,14557272,converted
05437333d52f605fd717faa8bf950542,20532106,05437333d52f605fd717faa8bf950542.tflite,20778152,converted
96c1edf2519472092008f6565e352e75,5104266,96c1edf2519472092008f6565e352e75.tflite,5211840,converted
9440aadf0cbb3db290a9d87591c09be9,20368266,9440aadf0cbb3db290a9d87591c09be9.tflite,20616648,converted
273858a4ae59fff330b62302797c3060,5104266,273858a4ae59fff330b62302797c3060.tflite,5211840,converted
54a607b5218c9982eb559f253f6978fb,20532106,54a607b5218c9982eb559f253f6978fb.tflite,20778152,converted
4f95133d98f72f4dc5e6e2b7b702df89,29668746,4f95133d98f72f4dc5e6e2b7b702df89.tflite,29973264,converted
2ebda12d9d5ec14d5f1aaca1f53ef203,5631114,2ebda12d9d5ec14d5f1aaca1f53ef203.tflite,5797200,converted
b31a306fb738bf434a7a637c9ffe68ba,1591178,b31a306fb738bf434a7a637c9ffe68ba.tflite,1727760,converted
18f0bea6e38607c88b03a8b2ba7bcc8e,4017034,18f0bea6e38607c88b03a8b2ba7bcc8e.tflite,4263080,converted
b323da5c45643e9c967a0546dc939764,2974090,b323da5c45643e9c967a0546dc939764.tflite,3164000,converted
d64330dd1ea0541471bfa08f9d7ad009,10188682,d64330dd1ea0541471bfa08f9d7ad009.tflite,10322456,converted
9e6133c934fc1024fffdc13ab5bda45b,2810250,9e6133c934fc1024fffdc13ab5bda45b.tflite,3002496,converted
c5b401ca33000a6675406689768cecd1,12274570,c5b401ca33000a6675406689768cecd1.tflite,12520616,converted
7eb7a23216c8dd5912830a479a709019,975498,7eb7a23216c8dd5912830a479a709019.tflite,1082856,converted
04a50cabdbd9327c5a9cd2426e95fc9f,1591178,04a50cabdbd9327c5a9cd2426e95fc9f.tflite,1729880,converted
7d26c1014380504f8717b33ebc4b0191,2810250,7d26c1014380504f8717b33ebc4b0191.tflite,3002496,converted
aa82800062a6de72d4c1152154fedcbf,12274570,aa82800062a6de72d4c1152154fedcbf.tflite,12520832,converted
a704c75bbf81b843921b5ee8af791181,3742858,a704c75bbf81b843921b5ee8af791181.tflite,3911288,converted
2f04860e35acafe5d543b959bebdf83a,12274570,2f04860e35acafe5d543b959bebdf83a.tflite,12520616,converted
2ac790ea15872d689a7c1dde78d435fd,13153674,2ac790ea15872d689a7c1dde78d435fd.tflite,13458264,converted
2570684e6c93beef23eba988fc127e25,12110730,2570684e6c93beef23eba988fc127e25.tflite,12359112,converted
952dfc4e689b9c00236770eaf021bcd5,22617994,952dfc4e689b9c00236770eaf021bcd5.tflite,22976528,converted
4dcf4a63d8bae4c0f299cad53b7129a1,1873308,4dcf4a63d8bae4c0f299cad53b7129a1.tflite,1997144,converted
9172e8ef5d8828d5f87ab87f7d9bde8c,2810250,9172e8ef5d8828d5f87ab87f7d9bde8c.tflite,3002568,converted
16a0f01729c0044e29933500d3355681,6070666,16a0f01729c0044e29933500d3355681.tflite,6268352,converted
741fdfc112c0a7235400077190707940,5543818,741fdfc112c0a7235400077190707940.tflite,5682768,converted
9356645ae93df380444ea4ea52aa9663,5807242,9356645ae93df380444ea4ea52aa9663.tflite,5975448,converted
32c96c20bcb45d11e569ec63a3aafb3d,5631114,32c96c20bcb45d11e569ec63a3aafb3d.tflite,5797200,converted
c89315c072ad822ce7010bca146fbecc,5367690,c89315c072ad822ce7010bca146fbecc.tflite,5504304,converted
f50f9ba3776d5711cfd291624b0b11cc,2782644,f50f9ba3776d5711cfd291624b0b11cc.tflite,2906480,converted
76828e7591f15af176ca9f052c332497,20368266,76828e7591f15af176ca9f052c332497.tflite,20616648,converted
a4c830aaaa9d645e8a00e92c529e2611,20532106,a4c830aaaa9d645e8a00e92c529e2611.tflite,20778152,converted
a634db6c204329abc7ec9244526e4acf,12110730,a634db6c204329abc7ec9244526e4acf.tflite,12359112,converted
e6dd2e20b0e538e48ddbdd8d494dab30,888202,e6dd2e20b0e538e48ddbdd8d494dab30.tflite,970768,converted
bed0664cd033875b2f5059277b8d1a9e,3918986,bed0664cd033875b2f5059277b8d1a9e.tflite,4086944,converted
6a96c1c2c8186bff3577841108abb178,3303306,6a96c1c2c8186bff3577841108abb178.tflite,3439920,converted
9f217c636575306d3be9cb2f01eecb08,1591178,9f217c636575306d3be9cb2f01eecb08.tflite,1732472,converted
f2a2bbded855904b3b1e60d599e3c2dc,1448755,f2a2bbded855904b3b1e60d599e3c2dc.tflite,1533360,converted
c807e9fcfe33f4affc82bf6c0e60f453,12274570,c807e9fcfe33f4affc82bf6c0e60f453.tflite,12520832,converted
2f416b94decca6f4924fa1c57ac92695,1238922,2f416b94decca6f4924fa1c57ac92695.tflite,1377656,converted
cef008d128c549094ea1700c25d812e1,715043,cef008d128c549094ea1700c25d812e1.tflite,799672,converted
d449e273799fddc0dc167f1c42b3497b,7871626,d449e273799fddc0dc167f1c42b3497b.tflite,8041960,converted
f559dba143654abdbcf9cbad9c1883f9,5543818,f559dba143654abdbcf9cbad9c1883f9.tflite,5684896,converted
6f6f173e3c0fa9ce47f9c0ed91264a3d,12110730,6f6f173e3c0fa9ce47f9c0ed91264a3d.tflite,12360984,converted
d8a2a0704d6936ae39e84438d52c384c,8135050,d8a2a0704d6936ae39e84438d52c384c.tflite,8334640,converted
c0d64000c3795c929f097aa01953244b,3039882,c0d64000c3795c929f097aa01953244b.tflite,3149584,converted
69981a1f9489145abde585d9b4e47ab0,3216010,69981a1f9489145abde585d9b4e47ab0.tflite,3327832,converted
2b92baf1c73cd1db1bc4ef791da1bfa5,19489162,2b92baf1c73cd1db1bc4ef791da1bfa5.tflite,19681016,converted
0bc81d0ab8d29c89e00e8795ea66bcad,14196618,0bc81d0ab8d29c89e00e8795ea66bcad.tflite,14559400,converted
51ce526bef6a9a315c57ba584090b5d5,12110730,51ce526bef6a9a315c57ba584090b5d5.tflite,12360984,converted
5f628d0626df3c905f6aa68ee314c98a,22454154,5f628d0626df3c905f6aa68ee314c98a.tflite,22816680,converted
1e3dad61a43e8ea069745069f68062e3,7432074,1e3dad61a43e8ea069745069f68062e3.tflite,7570808,converted
3d5ab02fa567075caaba24957442fc46,15075722,3d5ab02fa567075caaba24957442fc46.tflite,15496800,converted
422c2aa08f255776b5b5c9bcc1ac0670,10188682,422c2aa08f255776b5b5c9bcc1ac0670.tflite,10324576,converted
fcd7b46541d43d41d7fb2eb45888a3bd,13153674,fcd7b46541d43d41d7fb2eb45888a3bd.tflite,13460320,converted
8544d4b88c215d814f921c3d27ab9715,21411210,8544d4b88c215d814f921c3d27ab9715.tflite,21717856,converted
348b466a1cc13ad6e0e173b8a1820952,21247370,348b466a1cc13ad6e0e173b8a1820952.tflite,21556176,converted
9f5bc44b235f5109da1a85ae01eb0b08,10023306,9f5bc44b235f5109da1a85ae01eb0b08.tflite,10220776,converted
e41f9486ea310471ad4bce8933e67224,3853194,e41f9486ea310471ad4bce8933e67224.tflite,4103520,converted
174c06f72389faa51a6b8153b87fd380,12989834,174c06f72389faa51a6b8153b87fd380.tflite,13298568,converted
8d6551d697ad30bb0a174e47d0bda0f8,21411210,8d6551d697ad30bb0a174e47d0bda0f8.tflite,21717672,converted
88b8c2d06e3be302d64cc528062b5595,14196618,88b8c2d06e3be302d64cc528062b5595.tflite,14559400,converted
05da7d72a9bd37624c59ecc2a3dfc38f,13317514,05da7d72a9bd37624c59ecc2a3dfc38f.tflite,13621816,converted
8b900e6fbd7672c65fe6f833e95c200b,21411210,8b900e6fbd7672c65fe6f833e95c200b.tflite,21717600,converted
f71bcc4ab92f2f353f6dd7e0bc386d70,5104266,f71bcc4ab92f2f353f6dd7e0bc386d70.tflite,5211840,converted
4cff275248015389b0a83c646c4599cf,3039882,4cff275248015389b0a83c646c4599cf.tflite,3149584,converted
ee8008368a7c68c918635cc8bd6bef24,3742858,ee8008368a7c68c918635cc8bd6bef24.tflite,3913192,converted
83de10cc3c3e7abc753efefa5b2f3475,13153674,83de10cc3c3e7abc753efefa5b2f3475.tflite,13460064,converted
51b99f4f4cc6fcf0efc37add54f2f0e8,10638986,51b99f4f4cc6fcf0efc37add54f2f0e8.tflite,10870168,converted
fd83b620cd62fa6e920ad14214ae9dc8,22454154,fd83b620cd62fa6e920ad14214ae9dc8.tflite,22816936,converted
3bfbab79666f791d23507ee92932400f,5807242,3bfbab79666f791d23507ee92932400f.tflite,5977792,converted
257bbcabebeac5cf4a05d90f7c40e153,8574602,257bbcabebeac5cf4a05d90f7c40e153.tflite,8803200,converted
28087cc5e605205e2d53e79eb4b22942,14196618,28087cc5e605205e2d53e79eb4b22942.tflite,14559400,converted
568446f229ee474d96cb431de0fe1095,6070666,568446f229ee474d96cb431de0fe1095.tflite,6270256,converted
3a16795828f528947e1a784bab36b74c,3566730,3a16795828f528947e1a784bab36b74c.tflite,3734944,converted
f839042238079ef1639bed80fc7b6423,7695498,f839042238079ef1639bed80fc7b6423.tflite,7863488,converted
e3988770800f3e8dc33afdccc9eaba48,421663,e3988770800f3e8dc33afdccc9eaba48.tflite,485136,converted
759c3b0c43f3cabeb0a12dc34031982f,3479434,759c3b0c43f3cabeb0a12dc34031982f.tflite,3620728,converted
e3616002befab7ab5bfc8b0519df98ce,4006282,e3616002befab7ab5bfc8b0519df98ce.tflite,4205872,converted
aa665d5ca55829b9ddd3a4d1c360a87b,29668746,aa665d5ca55829b9ddd3a4d1c360a87b.tflite,29975208,converted
e93033cedc8cb8fde8def99187fa9a90,2619709,e93033cedc8cb8fde8def99187fa9a90.tflite,2745144,converted
ce28096baf1c8154739e6479262057e0,2503003,ce28096baf1c8154739e6479262057e0.tflite,2610184,converted
4b2cfa4209f065e2da6757ce46c0b8e5,3566730,4b2cfa4209f065e2da6757ce46c0b8e5.tflite,3734944,converted
23d302b91df3ec80c544842601aa257e,422188,23d302b91df3ec80c544842601aa257e.tflite,486056,converted
c6c7a7a185bfb133dba8e90aa748aa97,13153674,c6c7a7a185bfb133dba8e90aa748aa97.tflite,13460064,converted
78025c0e31473a8b3b25aae04c3d43b0,4896138,78025c0e31473a8b3b25aae04c3d43b0.tflite,5202784,converted
a321fcc724dcdd6974f64d546909b58e,28789642,a321fcc724dcdd6974f64d546909b58e.tflite,29035688,converted
4fc3d6e5c1f40c7a79e1a79a7b780711,23497098,4fc3d6e5c1f40c7a79e1a79a7b780711.tflite,23916016,converted
2a3d57754e3da2cec361d4b21d05c911,5807242,2a3d57754e3da2cec361d4b21d05c911.tflite,5979696,converted
cdf42d3c39a6595331d0bc651928d3f9,7695498,cdf42d3c39a6595331d0bc651928d3f9.tflite,7865616,converted
aa04a8cf3948a0eda70280b9e015e896,5983370,aa04a8cf3948a0eda70280b9e015e896.tflite,6158168,converted
09cc2e6a3bb766ba617fa99236c5ff4f,21411210,09cc2e6a3bb766ba617fa99236c5ff4f.tflite,21717672,converted
06648f11e4c7ba76457d113f0d3501e1,13153674,06648f11e4c7ba76457d113f0d3501e1.tflite,13462192,converted
f5b9b79adb114a4a6944c0b46fa1aff0,22290314,f5b9b79adb114a4a6944c0b46fa1aff0.tflite,22657304,converted
ef09f6a846e6c451db6a0ede9a229508,2791754,ef09f6a846e6c451db6a0ede9a229508.tflite,2920072,converted
c024e48e6a40f824b81342401a836432,14032778,c024e48e6a40f824b81342401a836432.tflite,14399768,converted
ed8fa06d9f0b0ad8f45c22916d6c61f7,1814578,ed8fa06d9f0b0ad8f45c22916d6c61f7.tflite,1962552,converted
f499c2a70fcae3d1ea881fa45d07e2b4,3742858,f499c2a70fcae3d1ea881fa45d07e2b4.tflite,3915312,converted
21ba5b8c49bac5132d4b27d0a52309e9,4621962,21ba5b8c49bac5132d4b27d0a52309e9.tflite,4854768,converted
91918ea9f4e4b7db350e8cb1dcc8f0c2,6070666,91918ea9f4e4b7db350e8cb1dcc8f0c2.tflite,6272376,converted
951fbeab18853b16a3b9f31f410ccc3b,30711690,951fbeab18853b16a3b9f31f410ccc3b.tflite,31076416,converted
48e107ec5174c8c8d943f9e2f43164b1,11067786,48e107ec5174c8c8d943f9e2f43164b1.tflite,11264032,converted
6aa74936c1b145197a2c4040b5256baf,1415050,6aa74936c1b145197a2c4040b5256baf.tflite,1558072,converted
b7722bcee5e5c3e61965e8da35cb82ad,3822950,b7722bcee5e5c3e61965e8da35cb82ad.tflite,3972968,converted
9941441e03741eeff067d2631a108b88,12110730,9941441e03741eeff067d2631a108b88.tflite,12363184,converted
991320ea46fdc1457a1273cbf5aba759,3655562,991320ea46fdc1457a1273cbf5aba759.tflite,3800848,converted
a2dbe984c6a06f659e22503e830fc66b,39848330,a2dbe984c6a06f659e22503e830fc66b.tflite,40271528,converted
01b6443af4ae121be7e33e9abd7f1daa,12989834,01b6443af4ae121be7e33e9abd7f1daa.tflite,13300584,converted
216b95c163d04dd694c711adfcb33a2f,1415050,216b95c163d04dd694c711adfcb33a2f.tflite,1558072,converted
